Director,Count,TotalGrossWorldWide,AverageGrossPerFilm,Director_weight
William Dear,5,274269785.8314349,54853957.16628698,98285097.17732483
David Moreton,1,1629611.722809816,1629611.722809816,1129560.771073059
Masayuki Suô,1,18447367.91511791,18447367.91511791,12786741.059115974
Jaume Balagueró,1,57567736.72413563,57567736.72413563,39902914.401551835
Costa-Gavras,4,146104061.68483263,36526015.42120816,58786354.00904501
Scott Elliott,1,1043792.7311884754,1043792.7311884754,723501.9887122565
Fede Alvarez,2,170254112.62652943,85127056.31326471,93521630.16389482
Kevin Tenney,2,28497891.001846306,14248945.500923153,15654066.62787635
Penny Lane,1,557019.0975486687,557019.0975486687,386096.2169839049
Clare Kilner,2,97308508.79965897,48654254.399829485,53452161.77963712
Denise Filiatrault,2,4360455.825616892,2180227.912808446,2395225.177108583
Vicente Aranda,1,3148383.7512334804,3148383.7512334804,2182293.3204882313
Tim Miller,1,311212172.9934404,311212172.9934404,215715840.26633716
Christian Gudegast,1,97693185.94321942,97693185.94321942,67715756.39646102
Sam Peckinpah,2,126233823.95731145,63116911.978655726,69341015.1225346
Tina Gordon,2,70574452.33479714,35287226.16739857,38766980.30051496
Peter O'Fallon,1,3303607.56082243,3303607.56082243,2289886.2664605854
George Peppard,1,2999202.348711656,2999202.348711656,2078888.65193825
Jack Haley Jr.,2,178121255.07617933,89060627.53808966,97843099.84983876
Arnold Glassman,1,1737118.4811974338,1737118.4811974338,1204078.7775405755
Steve Boyum,2,13361132.188645927,6680566.094322964,7339352.006482727
William Shatner,1,128294406.05159678,128294406.05159678,88926905.83627708
Genndy Tartakovsky,3,1743579268.9150195,581193089.6383399,805704702.8874776
Frank Pierson,1,34233068.74622699,34233068.74622699,23728555.083362017
Bo Burnham,1,17409676.074207406,17409676.074207406,12067467.8852988
Ryû Murakami,1,603420.7212401995,603420.7212401995,418259.371619093
Steven M. Martin,1,534147.8776608997,534147.8776608997,370243.09540273115
Sohail Khan,1,2732252.907914301,2732252.907914301,1893853.3996975096
Aamir Khan,1,32179555.265435845,32179555.265435845,22305168.003909796
Bill Persky,1,36500367.21303398,36500367.21303398,25300126.62311717
Tsui Hark,3,59162111.04474542,19720703.681581806,27338700.311093125
Xiaogang Feng,3,540500038.2513517,180166679.41711724,249764051.73764467
Jim Mallon,1,1956202.3761121733,1956202.3761121733,1355936.1616068187
Zacharias Kunuk,1,8954008.070367025,8954008.070367025,6206445.448685899
Prince,3,46739241.50907899,15579747.169692995,21598115.649018973
Daniel Algrant,1,2190815.8146574395,2190815.8146574395,1518557.8050559438
John Howley,1,8107486.243258065,8107486.243258065,5619681.2309428705
Nigel Cole,4,290086482.3580563,72521620.58951408,116719045.6479254
David Hayman,1,18779.764788927336,18779.764788927336,13017.141015023919
Tom DeCerchio,1,17973392.204933077,17973392.204933077,12458206.131947462
Peter Hall,1,13712111.832165355,13712111.832165355,9504511.655988082
Scott Frank,2,83618796.04001887,41809398.020009436,45932318.44659851
Britt Poulton,1,206130.95007764307,206130.95007764307,142879.08687246114
Shôgo Furuya,1,1002883.5772826087,1002883.5772826087,695145.9240233123
Arlene Sanford,2,64470960.143538594,32235480.071769297,35414294.537961714
Dan Trachtenberg,1,139926500.9962043,139926500.9962043,96989659.65113738
Garth Jennings,4,1443551203.9575577,360887800.9893894,580826509.0472959
Mickey Liddell,1,21820985.577525627,21820985.577525627,15125154.630101118
Dominic Cooke,2,34761313.752398804,17380656.876199402,19094603.229316544
Danny Pang,3,161647845.49761993,53882615.16587331,74697165.56684327
Neil Burger,4,880355423.330378,220088855.8325945,354219348.6812206
Luke Scott,1,11184023.514789153,11184023.514789153,7752174.366592231
Tamar Simon Hoffs,1,7242036.971830986,7242036.971830986,5019797.508535532
Douglas Aarniokoski,1,28034721.51461092,28034721.51461092,19432188.1756358
John A. Davis,2,260601288.97820422,130300644.48910211,143149889.2571022
Ashutosh Gowariker,4,46308834.73524218,11577208.683810545,18632798.57588598
John Lounsbery,1,358079500.26465344,358079500.26465344,248201796.02475873
Christophe Gans,2,273812399.47935057,136906199.73967528,150406833.42885804
Juan José Campanella,1,15093493.573630717,15093493.573630717,10462012.515361784
Shaka King,1,8408917.217101524,8408917.217101524,5828617.260595903
Christopher Crowe,2,42813197.80128101,21406598.900640506,23517552.61083291
Michael Jenkins,1,855738.3408223202,855738.3408223202,593152.6182380368
Casey La Scala,2,11470510.859014655,5735255.429507327,6300822.093507248
Lizzie Borden,2,9910234.794342183,4955117.397171091,5443752.8643253
David Saperstein,1,99113.10408921933,99113.10408921933,68699.96865598676
John McNaughton,2,58086688.75943753,29043344.379718766,31907375.039578915
Stanley Tucci,1,874381.4941927992,874381.4941927992,606075.0674335309
Charlie Bean,1,153847879.6518195,153847879.6518195,106639224.01578446
Rory Kelly,1,411514.2375303644,411514.2375303644,285239.93350444775
Alejandro Agresti,1,173556371.43810517,173556371.43810517,120300109.53053722
Adriana Trigiani,1,1303576.1540619086,1303576.1540619086,903570.1358331888
Maneesh Sharma,1,35852222.97682984,35852222.97682984,24850867.273196094
Bobs Gannaway,1,189159102.25092086,189159102.25092086,131115098.40247619
Ray Müller,1,948281.1232802768,948281.1232802768,657298.3869799417
Fred Durst,1,16654167.874725388,16654167.874725388,11543789.50693792
Mark Williams,2,53312869.93217171,26656434.966085855,29285087.025824208
Marc Rothemund,1,16856612.33553507,16856612.33553507,11684113.31416813
Aaron Horvath,1,63572141.3169366,63572141.3169366,44064850.51599301
Derek Cianfrance,1,32977470.11521331,32977470.11521331,22858240.43235996
Peter Kassovitz,1,9064977.776122449,9064977.776122449,6283363.787357839
Danny Huston,2,3756430.167840479,1878215.0839202395,2063430.1719565801
Thom Fitzgerald,1,516421.2872269939,516421.2872269939,357955.9592225285
Pete Docter,4,3289557096.1612234,822389274.0403059,1323584476.419625
Gary Shore,1,279459830.209854,279459830.209854,193706793.38972133
Mark DiSalle,2,67572168.90206468,33786084.45103234,37117807.56388268
Ate de Jong,1,31061612.711571224,31061612.711571224,21530269.274670552
Vlad Yudin,1,1179334.6136754851,1179334.6136754851,817452.4624059148
Robert Kurtzman,1,29879342.005221184,29879342.005221184,20710781.667905405
Gorô Miyazaki,1,83287973.10172091,83287973.10172091,57730823.73001041
Chris McKay,2,414751135.1279455,207375567.56397274,227825346.89530432
Ole Bornedal,2,115636672.00065713,57818336.00032856,63519934.44030273
Lukas Dhont,1,5430759.901207907,5430759.901207907,3764315.9138202677
Alex Kurtzman,2,525372055.7922154,262686027.8961077,288590098.3080778
Jon Acevski,1,2431031.135680684,2431031.135680684,1685062.377550508
Pankaj Kapur,1,1995785.299045519,1995785.299045519,1383372.9530363888
Michael Tiddes,2,60858149.847109236,30429074.923554618,33429755.643819727
Aaron Katz,1,936483.4540923223,936483.4540923223,649120.8658451322
Stephen Chow,3,945868991.054018,315289663.68467265,437084282.88544846
Richard Lanni,1,5985503.10102068,5985503.10102068,4148834.5987052936
Olatunde Osunsanmi,1,67775333.25900893,67775333.25900893,46978281.159992725
Eric Valette,1,64884843.33800273,64884843.33800273,44974746.22081034
Michael Fischa,1,2119524.312919355,2119524.312919355,1469142.301628306
Perry Lang,1,2732406.663653343,2732406.663653343,1893959.9750545213
Kogonada,2,2180227.3592166267,1090113.6796083134,1197612.2844629036
Alexandra Dean,1,1358605.207987924,1358605.207987924,941713.3694108876
Nia DaCosta,2,293185059.8678452,146592529.9339226,161048354.8123551
Lorraine Lévy,1,5070189.309433173,5070189.309433173,3514387.42473878
David LaChapelle,1,7249955.822211981,7249955.822211981,5025286.437350394
Keva Rosenfeld,1,188847.76274048444,188847.76274048444,130899.29429862027
Tim Kirkby,1,6192962.854185665,6192962.854185665,4292634.741691265
Matt Clark,1,1660103.0385798817,1660103.0385798817,1150695.740630643
Jennie Livingston,1,9106104.3627544,9106104.3627544,6311870.56492783
Julian Fellowes,1,5385756.846625703,5385756.846625703,3733122.173420028
Ken Wiederhorn,3,43329635.61740773,14443211.872469245,20022543.17526397
Tinu Suresh Desai,1,2105675.7052419307,2105675.7052419307,1459543.1782620186
Jim Henson,3,286379451.3168138,95459817.1056046,132335406.16703573
Diederik Van Rooijen,1,52197756.79155101,52197756.79155101,36180727.951617315
Angela Pope,1,516055.27000637347,516055.27000637347,357702.2554180191
Ari Sandel,2,169430152.72090116,84715076.36045058,93069023.92504829
Mark Linfield,1,21648569.49259336,21648569.49259336,15005644.906947132
Adam Marcus,1,33601709.96357094,33601709.96357094,23290930.523242217
Joyce Chopra,1,8536337.10733871,8536337.10733871,5916937.998261066
Ajay Devgn,1,15493900.620697344,15493900.620697344,10739553.53111235
Nat Faxon,1,34628541.20648875,34628541.20648875,24002675.704181563
Gregory Widen,1,32221392.77136483,32221392.77136483,22334167.553186134
Mark Piznarski,1,19239662.84492451,19239662.84492451,13335918.05588336
Atlee,1,28499044.0,28499044.0,19754031.997253824
Martin McDonagh,3,146372970.82560188,48790990.27520063,67638674.69196604
Howard Storm,1,28318029.73977695,28318029.73977695,19628562.473139074
Tsai Ming-liang,1,62527.97777619386,62527.97777619386,43341.091501683695
Kinka Usher,1,61199645.436326526,61199645.436326526,42420361.68545806
Paul Morrissey,1,1604932.1439053256,1604932.1439053256,1112454.1905380047
Jerry Ciccoritti,1,93116.50946712802,93116.50946712802,64543.44600072324
Maya Angelou,1,10604569.876723927,10604569.876723927,7350527.711102116
Da-Mo Peng,1,293268045.7834501,293268045.7834501,203277919.08312342
Dallas Jenkins,2,4008167.5806188346,2004083.7903094173,2201711.0795544893
Takashi Shimizu,1,106874188.71453373,106874188.71453373,74079542.58211058
Carl Rinsch,1,198529511.07276452,198529511.07276452,137610170.85803115
Don Argott,1,773894.8189822733,773894.8189822733,536423.011827512
Benjamin Renner,1,299863204.0,299863204.0,207849334.4062717
Dee Rees,1,1042433.8754240038,1042433.8754240038,722560.1016703255
Marcos Siega,1,9173129.37844342,9173129.37844342,6358328.7655796595
David Leaf,1,2128175.702529762,2128175.702529762,1475138.9879446854
Tomasz Baginski,1,6986177.0,6986177.0,4842448.890442736
Richard Martin,1,19112322.659092024,19112322.659092024,13247652.565101592
Lexi Alexander,1,14380790.049771719,14380790.049771719,9968004.077223781
Martin Donovan,1,3264865.1881318684,3264865.1881318684,2263032.10006192
Charles Burnett,3,9553739.189470485,3184579.729823495,4414764.921991016
Bruce A. Evans,2,117108821.87694874,58554410.93847437,64328595.41273033
Jack Smight,2,11480845.585521331,5740422.7927606655,6306499.022277378
Ruba Nadda,1,3518473.9002130167,3518473.9002130167,2438820.263806407
Céline Sciamma,1,11941656.546630837,11941656.546630837,8277325.566512378
Robin Bissell,1,12168453.986106385,12168453.986106385,8434529.572243068
Trey Edward Shults,1,24532468.94373368,24532468.94373368,17004611.68052342
Jeffrey Delman,1,7647411.352025548,7647411.352025548,5300781.617238628
Alan Bunce,1,3207202.3328548386,3207202.3328548386,2223063.2545036105
Allison Anders,4,19599846.0879573,4899961.521989325,7886183.842957916
James Mather,1,43726560.48209448,43726560.48209448,30308942.113747712
Carl Schenkel,3,17265753.36315008,5755251.121050026,7978472.17594058
Gillian Grisman,1,637451.8014053426,637451.8014053426,441847.9188869714
Marcus Raboy,1,56785401.21272929,56785401.21272929,39360640.74756861
Ken Stein,1,3954052.8104973226,3954052.8104973226,2740740.557381347
Graham Baker,3,159575597.75828218,53191865.919427395,73739583.78154749
Chris Roberts,1,21175616.647166867,21175616.647166867,14677818.975601956
Yeon Sang-ho,1,50269368.896816604,50269368.896816604,34844071.31935623
Marco Schnabel,1,57850903.46308226,57850903.46308226,40099190.62828104
Fred Dekker,3,34316914.27195274,11438971.423984246,15857781.582080925
Rodrigo García,3,19205249.702791408,6401749.900930469,8874709.788959727
Doug McHenry,2,83124214.99068788,41562107.49534394,45660642.03732981
Joseph Zito,3,127358315.86410844,42452771.95470282,58852038.37471315
Sijie Dai,1,8823578.808282379,8823578.808282379,6116038.773409413
Punit Malhotra,2,23915083.170726154,11957541.585363077,13136702.127939828
Troy Byer,1,36372264.49208696,36372264.49208696,25211332.583270688
Vincenzo Natali,2,39602746.110092066,19801373.055046033,21754031.77077516
Steven LaMorte,1,1072239.1071124703,1072239.1071124703,743219.5139811219
Heywood Gould,2,39562280.929193854,19781140.464596927,21731803.998276185
Enrique Begné,2,15138551.63933552,7569275.81966776,8315699.431805381
Leslie Small,1,29950118.055665046,29950118.055665046,20759839.887721736
Karim Aïnouz,1,3862537.0,3862537.0,2677306.6313584694
Greta Schiller,1,54910.87822906641,54910.87822906641,38061.32042654786
Hanif Kureishi,1,381810.39819383266,381810.39819383266,264650.80101652513
Ari Aster,3,176702390.88828698,58900796.962762326,81653842.694945
Otto Bell,1,5592050.478811035,5592050.478811035,3876114.022936761
Genie Joseph,1,49444.57180656934,49444.57180656934,34272.3655417173
Kevin Bray,2,136860203.23269057,68430101.61634529,75178150.55052441
David Lam,1,140627149.65893364,140627149.65893364,97475312.29627132
Ricardo Trogi,1,2842184.906545815,2842184.906545815,1970052.4546022634
Glen Pitre,1,3175581.446952555,3175581.446952555,2201145.3265936347
Tony Leondis,2,314433992.30797774,157216996.15398887,172720523.9622591
Colin Strause,2,285072357.9567446,142536178.9783723,156591997.8054369
Peter Cattaneo,1,12466617.336358529,12466617.336358529,8641200.657816648
Ed Gass-Donnelly,1,32767220.427933052,32767220.427933052,22712506.45440804
David Greene,2,27210161.900627296,13605080.950313648,14946709.120338978
Karey Kirkpatrick,2,297193002.2262215,148596501.11311075,163249942.17594793
Lee Unkrich,2,2504079510.1320634,1252039755.0660317,1375506260.8165526
Tony Kaye,1,44631765.688515335,44631765.688515335,30936382.55040651
Makoto Shinkai,1,138967932.80284977,138967932.80284977,96325230.81053925
Steven Seagal,1,79342710.75246964,79342710.75246964,54996176.25605759
David Gelb,1,3647749.152116796,3647749.152116796,2528427.040179688
Willard Carroll,1,7421415.378871165,7421415.378871165,5144133.145628766
Hao Ning,1,243283824.75158826,243283824.75158826,168631497.20240322
Terry Gilliam,7,796640659.7952304,113805808.54217577,236652525.9670622
David S. Goyer,2,321555917.99508214,160777958.99754107,176632641.5016761
Clare Niederpruem,1,14762515.639866669,14762515.639866669,10232596.093745679
Jack Fisk,2,16389527.297216937,8194763.6486084685,9002868.04709198
Steve Box,1,300653802.2441474,300653802.2441474,208397335.35015813
John Francis Daley,3,485941253.69014835,161980417.89671612,224552539.94206095
Pascal Plante,1,146016.0,146016.0,101210.57871664097
Karan Malhotra,1,34507734.41201425,34507734.41201425,23918938.81519908
Leon Gast,1,5418189.990248566,5418189.990248566,3755603.1154789105
Linda Mendoza,1,20966791.362380438,20966791.362380438,14533072.318222614
Carlo Carlei,2,11852776.939440852,5926388.469720426,6510803.200255854
Vincent Kesteloot,1,50877968.338806786,50877968.338806786,35265920.30666209
Josh Ruben,1,1115375.5190463888,1115375.5190463888,773119.39629259
Ryoo Seung-wan,1,64064179.83796152,64064179.83796152,44405905.629568316
Gilbert Adler,1,11226870.449904397,11226870.449904397,7781873.598862997
David Mirkin,2,154880328.23563635,77440164.11781818,85076715.93631026
Felix van Groeningen,1,38526443.12309095,38526443.12309095,26704495.427773587
Roberto Benigni,3,77763498.25143678,25921166.083812263,35934366.3756411
Yoshifumi Kondô,1,9009712.244816273,9009712.244816273,6245056.640150815
Chris Smith,1,2132996.3024609843,2132996.3024609843,1478480.3731956196
Laurie Anderson,2,4112628.9552973025,2056314.4776486512,2259092.354510953
Wil Shriner,1,12431415.379940476,12431415.379940476,8616800.520975282
Franc. Reyes,2,36054280.12632454,18027140.06316227,19804837.602931276
Joe Cornish,2,46713530.86254739,23356765.431273695,25660029.526335783
Taylor Sheridan,2,76432931.74169537,38216465.87084769,41985079.03517868
Hector Babenco,2,67998686.9603978,33999343.4801989,37352096.553994484
Alejandro Amenábar,3,127298477.88082433,42432825.96027478,58824387.35511063
Crystal Moselle,1,1817976.2898019974,1817976.2898019974,1260125.1396010844
Juan Carlos Fresnadillo,1,95593158.18768024,95593158.18768024,66260128.07861141
Joe Chappelle,2,40737228.15170755,20368614.075853776,22377209.726871192
Angelina Jolie,2,212100926.41067797,106050463.20533898,116508342.09633063
Chris Stokes,2,86055976.71759161,43027988.35879581,47271076.76764145
Hannes Holm,1,39501233.18600775,39501233.18600775,27380168.411522217
Shaad Ali,1,17495166.414117735,17495166.414117735,12126725.273372756
Patrick Paulson,1,1218212.7906934887,1218212.7906934887,844400.7611912545
